generation,MeanFitness,MaxFitness,moastery_score,grass_penalty,min_figure_count,grass_score,tile_type_score,tile_open_score,tile_close_score
0,13.0625,21,765,536,3,790,721,649,586
1,21.84375,63,1539,1132,4,2280,1300,1114,1094
2,27.90625,94,2804,1695,4,4052,2321,1691,2573
3,37.375,94,3349,2765,4,4089,4151,2337,4803
4,44.59375,94,3370,3707,3,5655,4884,2534,5922
5,50.40625,94,4923,4457,3,6467,5285,3006,6255
6,56.28125,94,6307,4206,3,6890,5713,2961,7487
7,59.53125,94,5952,5119,2,7938,5627,2497,8082
8,60.65625,95,6545,4885,2,7771,5911,2163,8278
9,70,101,7085,5984,2,8563,6141,2793,7385
10,73.03125,101,6602,5983,2,9021,6703,2481,7095
11,74.84375,101,5964,5741,2,9021,6902,2631,6191
12,76.71875,101,6277,5428,2,9188,6601,2327,5889
13,78.125,101,6277,5280,2,8949,6642,2581,5390
14,79.09375,101,6427,5280,2,8949,6496,2270,5396
15,81.65625,101,6332,4967,2,8854,6443,2299,4902
16,82.15625,101,6190,4343,2,8854,6443,2299,4601
17,82.59375,104,5877,4343,2,8949,6602,1953,4299
18,83.40625,104,5916,4967,2,8854,6280,2241,4902
19,83.6875,104,5916,5280,2,9021,6438,2241,4601
20,83.9375,104,5916,4967,2,9021,6292,2241,4305
21,85.59375,104,5603,4725,2,9260,6292,2219,4004
22,87.1875,104,6346,4794,2,9260,5803,2659,4726
23,87.1875,104,6346,4794,2,9260,5803,2659,4726
24,88.75,104,5902,4686,2,9499,5855,3056,4298
25,88.75,104,5902,4686,2,9499,5855,3056,4298
26,90.09375,104,5730,4998,2,9499,5855,3030,4304
27,90.5625,104,6042,4998,2,9499,5922,3030,4634
28,90.84375,104,6010,4998,2,9499,5922,3030,4634
29,90.84375,104,6010,4998,2,9499,5922,3030,4634
30,90.9375,104,6010,4686,2,9499,5922,2718,4634
31,91.5,104,6322,4686,2,9499,6214,2718,4936
32,91.5625,104,6200,4686,2,9499,6214,2636,4936
33,91.90625,104,6537,4686,2,9333,6380,2948,5533
34,92.28125,104,6537,4686,2,9666,6954,2635,5533
35,92.5625,104,6849,4686,2,9666,6902,2635,5807
36,93.65625,104,7162,4373,2,9666,7017,2942,6082
37,93.78125,104,7304,4250,2,9666,6966,2942,6357
38,94.21875,104,7441,4431,2,9666,7017,2629,6357
39,94.5,104,7753,4723,2,9666,7125,2317,6658
40,94.78125,104,7753,4723,2,9666,7176,2629,6684
41,94.78125,104,7753,4723,2,9666,7176,2629,6684
42,95.25,104,7753,5035,2,9666,7323,2503,6684
43,96.21875,104,7753,4723,2,9666,7624,2503,6684
44,96.21875,104,7753,4723,2,9666,7624,2503,6684
45,96.21875,104,7753,4723,2,9666,7624,2503,6684
46,96.78125,113,7753,4410,2,9666,7675,2503,6661
47,97.0625,113,7753,4410,2,9666,7726,2190,6661
48,97.875,113,7962,4107,2,9499,7506,2190,6687
49,98.25,113,8275,3983,2,9333,7234,2503,6989
50,98.25,113,8275,3983,2,9333,7234,2503,6989
51,98.71875,113,8587,3671,2,9166,7234,2815,7290
52,98.71875,113,8587,3671,2,9166,7234,2815,7290
53,98.96875,113,8412,3671,2,9166,7234,2815,6989
54,99.25,113,8412,3671,2,9166,7234,2815,6967
55,99.46875,113,8574,3671,2,9166,7234,2815,7268
56,99.46875,113,8574,3671,2,9166,7234,2815,7268
57,99.5625,113,8574,3359,2,9166,7234,2820,7268
58,99.5625,113,8574,3359,2,9166,7234,2820,7268
59,99.59375,113,8606,3359,2,9166,7482,2820,7540
60,99.90625,113,8710,3359,2,9166,7482,2820,7835
61,100.28125,113,8710,3264,2,9166,7526,2820,7835
62,100.46875,113,8710,3185,2,9333,7797,3132,7835
63,100.75,113,8710,3185,2,9333,7797,3445,7813
64,101.15625,113,8885,3628,2,9166,7526,3757,8077
65,101.15625,113,8885,3628,2,9166,7526,3757,8077
66,101.15625,113,8885,3628,2,9166,7526,3757,8077
67,101.15625,113,8885,3628,2,9166,7526,3757,8077
68,101.6875,113,9047,3817,2,8999,7714,3757,8306
69,101.6875,113,9047,3817,2,8999,7714,3757,8306
70,102.34375,113,9047,3192,2,8999,7765,3757,8285
71,102.34375,113,9047,3192,2,8999,7765,3757,8285
72,102.34375,113,9047,3192,2,8999,7765,3757,8285
73,102.34375,113,9047,3192,2,8999,7765,3757,8285
74,103,113,9047,3045,2,8999,7765,3757,8290
75,103.28125,113,9047,3045,2,8999,7765,3757,8268
76,103.375,113,9047,3169,2,9166,8037,3757,8268
77,103.375,113,9047,3169,2,9166,8037,3757,8268
78,103.375,113,9047,3169,2,9166,8037,3757,8268
79,103.65625,113,9047,3169,2,9166,8037,3757,8247
80,103.84375,113,9047,2980,2,9333,8309,3757,8247
81,104.15625,113,9222,2668,2,9333,8455,4070,8548
82,104.15625,113,9222,2668,2,9333,8455,4070,8548
83,104.5,113,9222,2668,2,9333,8455,3757,8526
84,104.59375,113,9222,2355,2,9333,8455,3757,8526
85,105.09375,113,9384,2420,2,9333,8455,3760,8800
86,105.1875,113,9384,2108,2,9333,8455,3763,8800
87,105.28125,113,9384,1795,2,9333,8455,3763,8800
88,105.3125,113,9546,1795,2,9333,8601,3765,9048
89,105.3125,113,9546,1795,2,9333,8601,3765,9048
90,105.90625,113,9546,1483,2,9333,8601,4077,9020
91,106.75,113,9546,1537,2,9333,8601,4074,9019
92,106.75,113,9546,1537,2,9333,8601,4074,9019
93,106.75,113,9546,1537,2,9333,8601,4074,9019
94,107.3125,113,9546,1537,2,9333,8601,3762,8990
95,107.59375,113,9546,1537,2,9333,8601,3762,8969
96,108.0625,113,9546,1320,2,9499,8873,3762,8966
97,108.34375,113,9546,1320,2,9499,8873,3762,8952
98,108.71875,113,9404,1320,2,9499,8873,3762,8952
99,108.71875,113,9404,1320,2,9499,8873,3762,8952
100,109.28125,113,9404,1320,2,9499,8873,3762,8933
101,109.28125,113,9404,1320,2,9499,8873,3762,8933
102,109.5625,113,9404,1385,2,9499,8873,3449,8933
103,110.15625,113,9546,1385,2,9499,8873,3449,9223
104,110.46875,113,9721,1385,2,9499,9165,3449,9524
105,111.125,113,9754,962,2,9666,9436,3137,9609
106,111.125,113,9754,962,2,9666,9436,3137,9609
107,111.40625,113,9754,962,2,9666,9436,3137,9597
108,111.40625,113,9754,962,2,9666,9436,3137,9597
109,111.6875,113,9754,962,2,9666,9436,3449,9595
110,111.6875,113,9754,962,2,9666,9436,3449,9595
111,112.25,113,9754,962,2,9666,9436,3449,9580
112,112.25,113,9754,962,2,9666,9436,3449,9580
113,112.25,113,9754,962,2,9666,9436,3449,9580
114,112.53125,113,9754,962,2,9666,9436,3449,9558
115,112.53125,113,9754,962,2,9666,9436,3449,9558
116,112.53125,113,9754,962,2,9666,9436,3449,9558
117,112.53125,113,9754,962,2,9666,9436,3449,9558
118,112.53125,113,9754,962,2,9666,9436,3449,9558
119,112.53125,113,9754,962,2,9666,9436,3449,9558
120,-46.34375,-45,16850,1495,3,14598,13448,6363,15243
121,-45.25,-45,16463,1581,3,14383,13354,6024,15243
122,-41.625,4,16228,1463,3,14903,12598,6123,14742
123,-40.125,4,16228,1823,3,14903,12550,5979,14742
124,-39.90625,11,15916,1788,3,14903,12550,5979,14742
125,-37.625,11,15916,2013,2,14903,12706,6182,14482
126,-37.625,11,15916,2013,2,14903,12706,6182,14482
127,-36.875,11,15916,2238,2,14903,12817,6182,14195
128,-33.25,35,15568,2553,2,15181,12853,5746,14420
129,-32.6875,35,14051,2540,2,15068,13165,6054,14420
130,-28.40625,36,11971,2937,2,15057,13105,6360,13559
131,-27.125,36,12283,3216,2,15057,13004,5735,13559
132,-25,36,12569,3216,2,14954,13150,5423,13665
133,-24.875,36,11949,3415,2,14954,13150,5286,13217
134,-24.875,36,11949,3415,2,14954,13150,5286,13217
135,-23.59375,36,11965,3415,2,14597,13276,5286,13217
136,-22.8125,36,12277,3415,2,14597,13333,5286,13217
137,-21.0625,36,11721,3385,2,14597,13333,5020,12930
138,-17.65625,36,9976,4396,2,14597,12438,5097,12337
139,-16.5,36,10144,4396,2,14597,12282,5124,11959
140,-16.5,36,10144,4396,2,14597,12282,5124,11959
141,-16.375,36,10144,4554,2,14597,12282,5291,11999
142,-15.875,36,9831,4554,2,14597,12282,5291,11999
143,-15.28125,36,9519,4332,2,14597,12282,5603,11999
144,-14.09375,36,8313,3935,2,14597,12102,5823,11422
145,-14.09375,36,8313,3935,2,14597,12102,5823,11422
146,-13.4375,36,8519,3795,2,14597,11903,6136,10982
147,-12.40625,36,8519,4108,2,14597,12091,6269,10982
148,-11.0625,36,8519,4108,2,14597,11974,6282,10586
149,-10.15625,36,8519,4108,2,14597,11974,6282,10483
150,-9.03125,41,8436,4569,2,14597,11411,5686,10483
151,-8.5,41,8542,4817,2,14597,11329,5610,10483
152,-8.5,41,8542,4817,2,14597,11329,5610,10483
153,-8.5,41,8542,4817,2,14597,11329,5610,10483
154,-8.5,41,8542,4817,2,14597,11329,5610,10483
155,-8.46875,41,8854,5129,2,14597,11329,5610,10483
156,-8.46875,41,8854,5129,2,14597,11329,5610,10483
157,-8.375,41,9167,5129,2,14597,11329,5610,10483
158,-8.375,41,9167,5129,2,14597,11329,5610,10483
159,-8.125,41,8855,4938,2,14597,11501,5298,9871
160,-8.125,41,8855,4938,2,14597,11501,5298,9871
161,-7.15625,41,8297,5250,2,14597,11582,5152,9524
162,-6.90625,41,8455,5279,2,14597,11464,5298,9524
163,-6.71875,41,8455,5279,2,14597,11313,5298,9524
164,-6.46875,41,8455,5279,2,14455,11313,5062,9524
165,-6.3125,41,8455,5591,2,14455,11313,5062,9524
166,-6.3125,41,8455,5591,2,14455,11313,5062,9524
167,-5.34375,41,8281,5904,2,14455,11625,5062,9524
168,-3.9375,41,8281,6076,2,14455,11823,5062,9524
169,-3.9375,41,8281,6076,2,14455,11823,5062,9524
170,-3.9375,41,8281,6076,2,14455,11823,5062,9524
171,-3.9375,41,8281,6076,2,14455,11823,5062,9524
172,-3.9375,41,8281,6076,2,14455,11823,5062,9524
173,-3.9375,41,8281,6076,2,14455,11823,5062,9524
174,-3.0625,41,8593,5592,2,14455,11681,5338,9296
175,-3.0625,41,8593,5592,2,14455,11681,5338,9296
176,-3.0625,41,8593,5592,2,14455,11681,5338,9296
177,-3.0625,41,8593,5592,2,14455,11681,5338,9296
178,-0.5,41,8152,5877,2,14302,11798,5247,9846
179,-0.375,41,7790,5877,2,14302,11798,5247,9846
180,0.03125,41,7818,5564,2,14302,11862,5559,9846
181,0.03125,41,7818,5564,2,14302,11862,5559,9846
182,0.03125,41,7818,5564,2,14302,11862,5559,9846
183,0.03125,41,7818,5564,2,14302,11862,5559,9846
184,1.40625,41,7505,5564,2,14302,11369,5872,9846
185,1.40625,41,7505,5564,2,14302,11369,5872,9846
186,1.75,41,7193,5530,2,14302,11369,6184,9863
187,1.84375,41,7193,5780,2,14302,11176,6184,9863
188,2.9375,41,7193,5780,2,14302,11026,6184,9760
189,3.71875,41,7193,5609,2,14302,11026,6392,9760
190,3.71875,41,7193,5609,2,14302,11026,6392,9760
191,3.75,41,7193,5609,2,14302,11026,6080,9760
192,3.75,41,7193,5609,2,14302,11026,6080,9760
193,3.75,41,7193,5609,2,14302,11026,6080,9760
194,3.75,41,7193,5609,2,14302,11026,6080,9760
195,4.75,41,7193,5921,2,14302,11026,6080,9760
196,4.75,41,7193,5921,2,14302,11026,6080,9760
197,4.75,41,7193,5921,2,14302,11026,6080,9760
198,4.75,41,7193,5921,2,14302,11026,6080,9760
199,4.75,41,7193,5921,2,14302,11026,6080,9760
200,4.75,41,7193,5921,2,14302,11026,6080,9760
201,4.75,41,7193,5921,2,14302,11026,6080,9760
202,4.75,41,7193,5921,2,14302,11026,6080,9760
203,4.78125,41,7193,5921,2,14302,10827,6184,9760
204,4.78125,41,7193,5921,2,14302,10827,6184,9760
205,4.78125,41,7193,5921,2,14302,10827,6184,9760
206,4.78125,41,7193,5921,2,14302,10827,6184,9760
207,4.78125,41,7193,5921,2,14302,10827,6184,9760
208,5.78125,41,7193,6097,2,14302,10629,6497,9518
209,6.4375,41,7193,6221,2,14302,10629,6497,9518
210,7.0625,41,7193,6087,2,14302,10629,6497,9227
211,7.0625,41,7193,6087,2,14302,10629,6497,9227
212,7.0625,41,7193,6087,2,14302,10629,6497,9227
213,7.0625,41,7193,6087,2,14302,10629,6497,9227
214,7.125,41,7193,6399,2,14302,10650,6218,9142
215,7.125,41,7193,6399,2,14302,10650,6218,9142
216,7.125,41,7193,6399,2,14302,10650,6218,9142
217,7.125,41,7193,6399,2,14302,10650,6218,9142
218,7.125,41,7193,6399,2,14302,10650,6218,9142
219,7.125,41,7193,6399,2,14302,10650,6218,9142
220,8.4375,41,7007,6399,2,14302,10650,6218,9084
221,8.4375,41,7007,6399,2,14302,10650,6218,9084
222,8.6875,41,7007,6263,2,14302,10650,5948,9084
223,8.84375,41,7007,6313,2,14302,10650,5948,9006
224,8.84375,41,7007,6313,2,14302,10650,5948,9006
225,8.84375,41,7007,6313,2,14302,10650,5948,9006
226,8.84375,41,7007,6313,2,14302,10650,5948,9006
227,9.21875,41,6990,6447,2,14302,10646,5948,8946
228,9.71875,41,6990,6134,2,14302,10650,5948,8933
229,9.71875,41,6990,6134,2,14302,10650,5948,8933
230,9.71875,41,6990,6134,2,14302,10650,5948,8933
231,9.8125,41,6990,6134,2,14365,10650,5948,8933
232,10.8125,41,7430,6447,2,14365,10751,5803,8309
233,11,41,7430,6258,2,14365,10243,5833,8309
234,11,41,7430,6258,2,14365,10243,5833,8309
235,11,41,7430,6258,2,14365,10243,5833,8309
236,11,41,7430,6258,2,14365,10243,5833,8309
237,11,41,7430,6258,2,14365,10243,5833,8309
238,11,41,7430,6258,2,14365,10243,5833,8309
239,11,41,7430,6258,2,14365,10243,5833,8309
240,-43.03125,-24,13118,11269,2,23587,15760,10275,13317
241,-41.0625,-22,13118,10811,2,23587,15494,9892,13317
242,-37.90625,-18,12604,10549,2,23587,15591,9872,12131
243,-33.90625,8,11579,9662,2,22954,14181,9783,11748
244,-32.4375,8,11372,9184,2,22801,14319,9543,11615
245,-29.5,18,11410,9009,2,22679,13162,8873,10556
246,-25.84375,18,10608,8991,2,22925,12789,8793,10405
247,-25.8125,18,10608,8991,2,22925,12349,9105,9857
248,-25.8125,18,10608,8991,2,22925,12349,9105,9857
249,-25.59375,18,10510,8991,2,22925,12349,8718,9612
250,-23.28125,25,10197,7837,2,22925,12202,8409,9815
251,-23.28125,25,10197,7837,2,22925,12202,8409,9815
252,-23.1875,25,10197,7610,2,22762,11890,8600,9995
253,-22.4375,25,9902,7326,2,22762,11834,8376,9564
254,-22.25,25,9902,7326,2,22762,11834,8063,9139
255,-21.03125,25,9902,7639,2,22762,11396,8199,9139
256,-19.6875,25,9902,7326,2,22762,11396,8199,9451
257,-19.625,25,9590,7326,2,22762,10719,8199,9451
258,-19.21875,32,9590,7064,2,22762,10584,8199,9451
259,-19.21875,32,9590,7064,2,22762,10584,8199,9451
260,-19.21875,32,9590,7064,2,22762,10584,8199,9451
261,-19.125,32,9902,6751,2,22762,10584,8020,9764
262,-19.125,32,9902,6751,2,22762,10584,8020,9764
263,-18.40625,32,9220,6751,2,22762,10635,7708,9816
264,-17.59375,32,8908,6751,2,22762,10635,7395,10129
265,-17.1875,32,8908,6590,2,22762,10635,7395,10129
266,-15.71875,32,9220,5422,2,22762,10240,7145,10188
267,-15.71875,32,9220,5422,2,22762,10240,7145,10188
268,-15.28125,32,9220,6047,2,22762,10240,7145,10188
269,-15.28125,32,9220,6047,2,22762,10240,7145,10188
270,-14.375,32,9395,5583,2,22762,10248,7148,10188
271,-14.375,32,9395,5583,2,22762,10248,7148,10188
272,-14.375,32,9395,5583,2,22762,10248,7148,10188
273,-14.1875,32,9395,5583,2,22762,10248,7148,10188
274,-13.84375,32,10020,4958,2,22762,8988,6913,10188
275,-13.84375,32,10020,4958,2,22762,8988,6913,10188
276,-13.8125,32,10332,4958,2,22762,8988,6913,10101
277,-13.6875,32,10190,4596,2,22762,8629,6913,9984
278,-13.4375,32,9826,4025,1,22762,8672,6619,10138
279,-13.4375,32,9826,4025,1,22762,8672,6619,10138
280,-13.40625,32,9826,3577,1,22762,8401,6619,10138
281,-12.875,32,9826,3577,1,22762,8089,6931,10224
282,-12.3125,43,9826,3577,1,22762,7914,6931,10224
283,-12.3125,43,9826,3577,1,22762,7914,6931,10224
284,-11.96875,43,9673,3809,2,22762,7798,7078,10096
285,-11.21875,43,9673,3809,2,22762,7486,7078,10096
286,-11.21875,43,9673,3809,2,22762,7486,7078,10096
287,-10.40625,43,9598,4121,2,22762,7798,7078,10408
288,-10.09375,43,9598,3912,2,22762,8068,7078,10408
289,-9.875,43,9598,3912,2,22762,8026,7078,10408
290,-9.875,43,9598,3912,2,22762,8026,7078,10408
291,-9.34375,43,9673,3851,2,22762,8026,7078,10408
292,-8.8125,43,9673,3539,2,22762,8026,7078,10408
293,-7.59375,43,9985,3923,2,22762,7290,7391,10408
294,-7.03125,43,9985,3923,2,22762,6978,7391,10408
295,-7.03125,43,9985,3923,2,22762,6978,7391,10408
296,-6.96875,43,9985,3923,2,22762,6898,7391,10408
297,-6.78125,43,9528,3923,2,22762,6898,7703,10258
298,-6.78125,43,9528,3923,2,22762,6898,7703,10258
299,-6,43,9840,3741,2,22762,6753,7391,10258
300,-5.96875,43,9840,3741,2,22762,6707,7391,10258
301,-5.96875,43,9840,3741,2,22762,6707,7391,10258
302,-5.75,43,10153,3741,2,22762,7019,7391,10258
303,-5.1875,43,10153,3826,2,22762,6749,7391,10258
304,-5.1875,43,10153,3826,2,22762,6749,7391,10258
305,-5.1875,43,10153,3826,2,22762,6749,7391,10258
306,-5.1875,43,10153,3826,2,22762,6749,7391,10258
307,-5.125,43,10153,3513,1,22762,6795,7391,10258
308,-5.125,43,10153,3513,1,22762,6795,7391,10258
309,-4.90625,43,10153,3513,1,22762,6936,7078,10258
310,-3.96875,43,10465,3201,1,22762,6787,7078,10258
311,-3.96875,43,10465,3201,1,22762,6787,7078,10258
312,-3.96875,43,10465,3201,1,22762,6787,7078,10258
313,-3.96875,43,10465,3201,1,22762,6787,7078,10258
314,-3.84375,43,10465,3201,1,22762,6598,6870,10258
315,-3.40625,43,10465,2888,1,22762,6598,6870,10149
316,-3.34375,43,10465,2888,1,22762,6526,6870,10149
317,-3.34375,43,10465,2888,1,22762,6526,6870,10149
318,-2.65625,43,10356,2888,2,22762,6214,6870,10149
319,-2.65625,43,10356,2888,2,22762,6214,6870,10149
320,-2.65625,43,10356,2888,2,22762,6214,6870,10149
321,-2.65625,43,10356,2888,2,22762,6214,6870,10149
322,-2.65625,43,10356,2888,2,22762,6214,6870,10149
323,-2.65625,43,10356,2888,2,22762,6214,6870,10149
324,-2.59375,43,10356,2576,2,22762,6214,6870,9655
325,-2.1875,43,10356,2679,2,22762,6060,6757,9475
326,-2.1875,43,10356,2679,2,22762,6060,6757,9475
327,-2.1875,43,10356,2679,2,22762,6060,6757,9475
328,-2.125,43,10356,2750,2,22762,6060,6757,9475
329,-1.875,43,10669,2750,2,22762,5748,6757,9475
330,-0.6875,43,10594,2750,2,22762,4944,6410,9324
331,-0.6875,43,10594,2750,2,22762,4944,6410,9324
332,0.28125,43,10907,2750,2,22762,4944,6410,9174
333,0.53125,43,10907,2916,2,22762,4944,6410,9174
334,0.53125,43,10907,2916,2,22762,4944,6410,9174
335,0.53125,43,10907,2916,2,22762,4944,6410,9174
336,0.53125,43,10907,2916,2,22762,4944,6410,9174
337,0.53125,43,10907,2916,2,22762,4944,6410,9174
338,0.875,43,10907,2916,2,22762,4799,6030,9097
339,0.875,43,10907,2916,2,22762,4799,6030,9097
340,0.9375,43,10907,2604,2,22762,4487,6030,9206
341,0.9375,43,10907,2604,2,22762,4487,6030,9206
342,1.15625,43,10907,2916,2,22762,4343,6343,9356
343,1.15625,43,10907,2916,2,22762,4343,6343,9356
344,1.15625,43,10907,2916,2,22762,4343,6343,9356
345,1.15625,43,10907,2916,2,22762,4343,6343,9356
346,1.15625,43,10907,2916,2,22762,4343,6343,9356
347,1.3125,43,10907,2655,2,22762,4343,6301,9356
348,1.3125,43,10907,2655,2,22762,4343,6301,9356
349,1.3125,43,10907,2655,2,22762,4343,6301,9356
350,1.3125,43,10907,2655,2,22762,4343,6301,9356
351,1.3125,43,10907,2655,2,22762,4343,6301,9356
352,2.0625,43,10907,2655,2,22762,4663,6000,9356
353,2.0625,43,10907,2655,2,22762,4663,6000,9356
354,2.0625,43,10907,2655,2,22762,4663,6000,9356
355,2.0625,43,10907,2655,2,22762,4663,6000,9356
356,2.0625,43,10907,2655,2,22762,4663,6000,9356
357,2.6875,43,10819,2655,2,22762,4433,6000,9356
358,2.6875,43,10819,2655,2,22762,4433,6000,9356
359,2.6875,43,10819,2655,2,22762,4433,6000,9356
360,-51.90625,-60,17726,4273,2,31760,7679,9773,13554
361,-51.5625,-60,17327,4273,2,30389,7679,9773,13539
362,-47.875,-3,16325,3961,2,29778,7902,8364,13185
363,-47.0625,-3,15893,3757,2,28836,8006,7965,12720
364,-46.5625,-3,15893,3828,2,28836,8152,7864,12720
365,-46.5,-3,16206,3828,2,28836,8152,7864,12720
366,-46.4375,-3,16097,3990,2,28629,8138,7834,12803
367,-44.53125,1,13867,4148,2,28629,7558,7339,13093
368,-44.25,1,13555,4148,2,28629,7531,7410,13093
369,-41.25,1,13358,4479,2,27578,7993,6852,12338
370,-39.4375,1,13670,4096,2,27686,8180,6759,12338
371,-39.34375,1,13248,4096,2,27686,8310,7000,11678
372,-39.21875,1,13153,4259,2,27686,8301,7126,11436
373,-39.03125,1,13028,4109,2,27567,8446,7126,11267
374,-39.03125,1,13028,4109,2,27567,8446,7126,11267
375,-38.21875,1,12830,4422,2,27503,8387,7126,11372
376,-38.15625,1,12830,4699,2,27503,8074,6779,11489
377,-37.3125,1,11910,4879,2,27574,7721,6779,11682
378,-37.25,1,12223,5192,2,27574,7485,6856,11682
379,-37.125,1,12223,5192,2,27574,7735,7168,11682
380,-36.6875,1,11916,5681,2,27605,7895,7141,11614
381,-36.3125,1,11857,5520,2,27605,8038,7141,11139
382,-36.3125,1,11857,5520,2,27605,8038,7141,11139
383,-35.78125,1,11621,5438,2,27605,7953,6785,11342
384,-35.71875,1,11621,5463,2,26769,7953,6785,11655
385,-34.65625,1,11621,5301,2,26769,7832,6553,11804
386,-33.90625,1,11309,4838,2,26068,8261,6548,11804
387,-33.09375,1,11309,4213,2,26068,8261,6235,11804
388,-31.59375,10,11621,4213,2,26068,8040,6785,11804
389,-30.9375,10,11258,4223,2,26068,7943,6253,11426
390,-30.9375,10,11258,4223,2,26068,7943,6253,11426
391,-30.34375,10,11570,3910,2,26048,8228,6253,10819
392,-30.1875,10,11570,3910,2,26048,8144,6253,10891
393,-30.1875,10,11570,3910,2,26048,8144,6253,10891
394,-29.3125,26,11570,3910,2,26048,8144,5941,10529
395,-28.53125,26,11570,3598,2,26048,8116,5941,10529
396,-28.53125,26,11570,3598,2,26048,8116,5941,10529
397,-28.53125,26,11570,3598,2,26048,8116,5941,10529
398,-28.28125,26,11570,3285,2,26048,8201,6253,10529
399,-28.28125,26,11570,3285,2,26048,8201,6253,10529
400,-28.15625,26,11570,3285,2,26048,8173,6253,10529
401,-28.15625,26,11570,3285,2,26048,8173,6253,10529
402,-28.15625,26,11570,3285,2,26048,8173,6253,10529
403,-28.0625,26,11210,3487,2,26048,8173,5710,10424
404,-28.03125,26,11210,3174,2,25906,8173,5511,10424
405,-27.96875,26,11210,3340,2,25906,8146,5718,10424
406,-27.96875,26,11210,3340,2,25906,8146,5718,10424
407,-27.96875,26,11210,3340,2,25906,8146,5718,10424
408,-27.84375,26,11210,3340,2,25906,8118,5718,10424
409,-27.6875,26,11523,3340,2,25906,8118,6031,10424
410,-27.09375,26,11523,3027,2,25906,8118,6031,10424
411,-27,26,11523,3340,2,25783,7920,6031,10424
412,-26.375,26,11082,3530,2,25783,7658,5953,9976
413,-26.375,26,11082,3530,2,25783,7658,5953,9976
414,-26.15625,26,11082,3681,2,25783,7658,5953,9976
415,-26.15625,26,11082,3681,2,25783,7658,5953,9976
416,-26.15625,26,11082,3681,2,25783,7658,5953,9976
417,-26.15625,26,11082,3681,2,25783,7658,5953,9976
418,-26.15625,26,11082,3681,2,25783,7658,5953,9976
419,-25.34375,26,11522,3702,2,25783,7529,5873,9976
420,-25.34375,26,11522,3702,2,25783,7529,5873,9976
421,-24.96875,26,11522,3702,2,25783,7529,5873,9813
422,-24.9375,26,11522,3702,2,25783,7529,5414,9650
423,-24.9375,26,11522,3702,2,25783,7529,5414,9650
424,-24.9375,26,11522,3702,2,25783,7529,5414,9650
425,-23.75,26,11522,3564,2,25783,7261,5726,9650
426,-23.75,26,11522,3564,2,25783,7261,5726,9650
427,-23.75,26,11522,3564,2,25783,7261,5726,9650
428,-23.75,26,11522,3564,2,25783,7261,5726,9650
429,-23.75,26,11522,3564,2,25783,7261,5726,9650
430,-23.75,26,11522,3564,2,25783,7261,5726,9650
431,-23.75,26,11522,3564,2,25783,7261,5726,9650
432,-23.40625,26,10945,3351,2,25783,7261,5273,9443
433,-23.40625,26,10945,3351,2,25783,7261,5273,9443
434,-23.0625,26,10945,3502,2,25783,7233,4961,9443
435,-22.9375,26,10945,3502,2,25783,7233,4961,9443
436,-22.375,26,10776,3502,2,25783,7233,4648,9280
437,-22.25,26,10776,3502,2,25783,7014,4961,9280
438,-21.53125,26,10776,3815,2,25783,7014,5215,9606
439,-21.53125,26,10776,3815,2,25783,7014,5215,9606
440,-21.40625,26,10776,3815,2,25783,6983,5215,9606
441,-21.28125,26,10776,3815,2,25783,6952,5215,9606
442,-21.28125,26,10776,3815,2,25783,6952,5215,9606
443,-21.28125,26,10776,3815,2,25783,6952,5215,9606
444,-21.28125,26,10776,3815,2,25783,6952,5215,9606
445,-21.28125,26,10776,3815,2,25783,6952,5215,9606
446,-21.21875,26,10776,3815,2,25783,6925,4961,9606
447,-21.21875,26,10776,3815,2,25783,6925,4961,9606
448,-21.09375,26,10776,3815,2,25783,6898,4961,9606
449,-21.09375,26,10776,3815,2,25783,6898,4961,9606
450,-20.75,26,10776,3815,2,25783,6982,4961,9443
451,-20.5,26,10776,4127,2,25783,6993,5246,9443
452,-20.5,26,10776,4127,2,25783,6993,5246,9443
453,-20.5,26,10776,4127,2,25783,6993,5246,9443
454,-20.28125,26,10776,4203,2,25783,6767,4934,9443
455,-20.28125,26,10776,4203,2,25783,6767,4934,9443
456,-20.28125,26,10776,4203,2,25783,6767,4934,9443
457,-20.28125,26,10776,4203,2,25783,6767,4934,9443
458,-20.09375,26,10776,4203,2,25783,6739,5179,9527
459,-20.09375,26,10776,4203,2,25783,6739,5179,9527
460,-20.03125,26,10776,4203,2,25783,6685,5202,9606
461,-19.8125,26,10990,4203,2,25783,6685,5202,9606
462,-19.59375,26,10835,4203,2,25783,6685,4890,9443
463,-19.59375,26,10835,4203,2,25783,6685,4890,9443
464,-19.59375,26,10835,4203,2,25783,6685,4890,9443
465,-19.59375,26,10835,4203,2,25783,6685,4890,9443
466,-19.59375,26,10835,4203,2,25783,6685,4890,9443
467,-19.59375,26,10835,4203,2,25783,6685,4890,9443
468,-19.59375,26,10835,4203,2,25783,6685,4890,9443
469,-19.53125,26,10835,4203,2,25783,6685,4890,9488
470,-19.53125,26,10835,4203,2,25783,6685,4890,9488
471,-19.53125,26,10835,4203,2,25783,6685,4890,9488
472,-19.46875,26,10835,4203,2,25783,6685,4890,9488
473,-19.34375,26,10835,4203,2,25783,6685,4607,9308
474,-18.9375,31,10835,3890,2,25783,6685,4634,9135
475,-18.875,31,10835,4059,2,25783,6685,4322,9135
